PC1,PC2,Cluster,Categorie
1.684556058685523,-0.5778828434023814,2,Verre
-0.37710030993846544,1.3087700526819621,0,Métal
-0.6855903661844034,1.6667694354137732,1,Plastique
-0.45242751299386685,1.6469473772246566,1,Papier
-0.5043856134523848,-1.3287473228688833,1,Plastique
-0.3084282408050044,0.6411203963552883,1,Plastique
-0.3793805670301154,-1.7193965813189465,0,Métal
-0.4234608262860532,-1.3405125386047834,1,Plastique
-0.5508032896529141,1.6648899580696905,1,Papier
-1.107862753489285,-0.6094327500156691,0,Métal
-0.2920804270952586,0.6396123721743143,1,Plastique
1.6808463850670994,-0.5734799895111833,2,Verre
-0.975413539788579,-1.6566949699266198,0,Métal
-0.639015501071573,-1.302117440341275,1,Papier
2.0861977566403347,0.3639185314538098,2,Verre
-0.8996625502921459,-0.29115356774219125,1,Plastique
-0.4310168167202475,-1.3364779486316878,1,Plastique
-1.000163276806059,-0.2755031730771167,1,Papier
-0.05326847858903122,1.247543303752497,0,Métal
-0.4310168167202475,-1.3364779486316878,1,Plastique
-0.5975339453028382,-0.32673601492158433,1,Plastique
-0.8880206288015478,1.6952171353251277,1,Papier
0.46305961366971604,1.5477813020069473,1,Métal
-0.4035692585907783,0.3282939942803951,0,Métal
-0.3647651906341267,1.6489217708656059,1,Papier
-1.3150456483167816,0.7802534149419429,1,Plastique
-0.4566623277794465,0.656448672100659,1,Plastique
3.4179960372936478,1.218774342596656,2,Verre
2.1818285195759266,1.3509252880223037,2,Verre
-0.6894178850682565,1.3530136570705074,0,Métal
-0.8383555856085874,0.6992872146016584,1,Papier
-0.8701738927208593,1.694102014371232,1,Papier
-0.41535755645816996,-0.7203156984787816,0,Métal
-0.592928360241521,1.6698642227179497,1,Papier
1.7731850638437447,0.4066539186061513,2,Verre
-0.4358660211586852,-1.3331678085483492,1,Plastique
-0.9117784695406165,-0.6571637570883377,0,Métal
-0.6319054785884691,-0.32332189871401895,1,Plastique
-0.09979819568744441,0.6132123395903186,1,Plastique
-1.2673284499065915,-1.2443424236295801,1,Papier
-0.6890362852654561,1.6810841023337189,1,Papier
2.292657340298296,1.3397923820365654,2,Verre
-0.473230284914841,-0.34112433853720847,1,Plastique
2.7729657930255653,1.2825756009002942,2,Verre
-0.56914398348202,1.6568316735935265,1,Plastique
-0.6920544387206058,0.2912536673345103,0,Métal
-0.41578030171777924,-0.34748344371061957,1,Verre
-0.16486869234545762,0.2861967278086377,0,Métal
-0.7460944221948909,-0.2998681097069418,1,Papier
-0.5133999385665494,1.651841279326714,1,Plastique
-0.48879781411962087,1.645675890797025,1,Plastique
-0.8779865874156395,-1.2859210922302369,1,Plastique
-0.4784966986762519,0.6559505078270516,1,Plastique
-0.6555595679601659,-1.315233362838497,1,Plastique
-1.3149057794683459,0.7800874105526254,1,Plastique
-0.9933044810491862,-0.6301565077212462,0,Métal
-1.0943394655780365,-0.2675683233437933,1,Plastique
-0.5895242337955309,1.6672896689838546,1,Papier
1.3257758839277232,1.4429289091009736,2,Verre
1.5579931380796663,-1.558805382982399,2,Verre
-0.7781018357972351,0.6952984645576639,1,Papier
-0.7960660065406343,-0.6401718339188833,0,Métal
-0.8837511873285853,1.6901499167673772,1,Papier
2.054895535749814,1.3607439301356312,2,Verre
-0.808930090617002,-0.2973388412577631,1,Papier
-1.5644976625619598,-1.1828563418802993,1,Plastique
8.934578584521809,-1.7383703882192296,2,Plastique
-0.539393037452385,0.28985043791651965,0,Métal
-0.3979835869839049,-1.3381662844720053,1,Plastique
2.0618772116558537,0.370852543339363,2,Verre
2.0942612656334982,0.3699295301104877,2,Verre
-0.5022805821133287,1.646679611570905,1,Plastique
1.7324985023978652,-0.59448609599032,2,Verre
-0.3538408220622724,1.6472103344123392,1,Papier
0.675750059121926,-0.5171400645091123,1,Plastique
-0.38188281054468043,-1.3423704096186062,1,Plastique
-0.6944689982116934,0.6819750348486189,1,Papier
-0.5641841397549132,1.6551423059854329,1,Plastique
-0.6903594299584992,0.6781790833723902,1,Papier
0.4025872059107255,0.5622173135686739,1,Métal
1.684556058685523,-0.5778828434023814,2,Verre
-0.2651152956532157,-0.6801925666414451,0,Métal
0.24203378129878692,-0.45140952245806987,1,Verre
-0.8427751323509718,0.6941385249220031,1,Plastique
-0.3153810559680169,0.6378504463972632,1,Plastique
-1.1149695769892027,-1.589762880363463,0,Métal
-0.849354223719224,-1.6628074430014814,0,Métal
-0.9117784695406165,-0.6571637570883377,0,Métal
1.3922484581717265,-0.5485207285851648,2,Verre
-0.5864957990422932,0.2961040289807684,0,Métal
-1.0303731597794725,-1.2675395548817407,1,Papier
-0.5458801833121547,1.6571463764933807,1,Plastique
1.1529117693251412,-0.524206162582551,2,Verre
-0.45547217103357474,-1.3328950157326032,1,Plastique
-0.31338569645877634,-1.7150469153220715,0,Métal
2.0051697680262435,1.3674021043547147,2,Verre
1.7528159485141452,-0.5882018467227826,2,Plastique
-0.702908516491379,-0.30668388762441734,1,Papier
-0.6166129066161944,-1.3188596522892428,1,Plastique
-0.3603174245846962,1.268219366023746,0,Métal
2.082071645927091,0.3701216464793118,2,Verre
-0.4644634448878373,-0.33768397121772664,1,Plastique
-0.8543722460075781,-1.6446108183092647,0,Métal
-0.5157435554459296,-1.3269433807612474,1,Plastique
-0.36592198475312976,0.6418189040743763,1,Plastique
-0.009807300414494069,0.26418987546991746,0,Métal
1.3038512097901358,1.4867195447223571,2,Verre
-0.09997261096368923,0.6134193456659702,1,Plastique
-1.0018152473292163,-0.27945615188787865,1,Papier
-0.37438043152851125,-0.35106417091301756,1,Plastique
-0.46265438569984974,-0.6613944029406145,0,Métal
-0.6759536642469255,0.6852816810881566,1,Papier
0.4619868021268482,-1.4843647109011775,1,Verre
-0.45862959225050826,1.2175517312736692,3,Métal
-0.5964372241123914,0.6644829977010407,1,Plastique
-0.13981585629395535,-1.3632920776568205,1,Métal
1.5345042785335,-1.560221577004525,2,Verre
-0.6167764370869511,-0.6640105855051113,0,Métal
-0.5427850027073725,-0.33225934092176423,1,Plastique
2.9658320686982704,0.2727252364467474,2,Verre
-0.5851167175389501,0.6741415747354182,1,Papier
-1.0900287906074508,-1.2687735103123474,1,Plastique
1.207861827764935,0.459037527700628,2,Verre
2.208798995212381,-0.6337516621535756,2,Verre
-0.483577174057758,-0.32553189681030137,1,Papier
0.9174471901699663,0.5284150406357633,2,Verre
-0.751640758506576,-1.2982945035142779,1,Plastique
-0.6457135039392177,-0.319233495784913,1,Plastique
-0.6360481566948296,0.35199946351770284,0,Métal
-0.8582957360161008,-1.2908287571283332,1,Plastique
-0.7521278995202817,1.6806756196830837,1,Papier
0.7280251521741821,1.4696117685607846,1,Verre
-0.44119526793696984,-0.7075253191506943,0,Métal
-0.5478009872520146,-1.659644540315446,0,Métal
-0.39887070883872566,-1.7232888652159435,0,Métal
-0.7916218154069345,0.3145216969635767,0,Métal
-0.7284576307200191,-1.3027224807167777,1,Papier
-0.45544926140443454,-1.330875345394464,1,Métal
2.1703610592588976,0.3550222158467202,2,Verre
-0.8804638270825674,-0.30020586238148317,1,Plastique
1.3335641246066465,-1.5324040084610493,2,Verre
-0.8137661744734068,0.6913942349556665,1,Plastique
-0.5584608971779056,-0.31673601157607645,1,Papier
-0.43552446621997865,0.6576074255296696,1,Plastique
-0.31696795982073384,1.2628590891230267,0,Métal
-0.28277209312301005,1.6261366546302274,1,Plastique
-0.7646082430115468,0.6928387560377802,1,Papier
-0.28277209312301005,1.6261366546302274,1,Plastique
-0.7064128064952109,0.6871467387900985,1,Papier
-0.536261280965457,1.6626459890703698,1,Papier
-0.8617595766569339,-0.29001438895548537,1,Papier
-0.8244191906391864,-0.29556462239835857,1,Papier
-0.23448113333645565,1.2677573195729648,0,Métal
-0.592928360241521,1.6698642227179497,1,Papier
-0.34085517611270316,1.6358889943901118,1,Plastique
2.464995408810037,0.32301104745129594,2,Verre
0.7184294527465065,0.5450003730444299,2,Verre
-0.35480404221314576,1.6389180785359618,1,Plastique
1.3910454959953222,1.4373193096580053,2,Verre
1.7688462778660352,-0.5936112566317508,2,Verre
-0.33403895795100136,0.6407501489620524,1,Plastique
-0.6122155522724698,1.6623069197639475,1,Plastique
-0.36912487485447343,0.30200108766587475,0,Métal
-0.5427850027073725,-0.33225934092176423,1,Plastique
-0.8498199098249464,-1.292640920336551,1,Plastique
-0.5749213587811339,1.3282261250945437,0,Métal
-0.18421394953073666,1.2670201493414532,0,Métal
1.801829206663734,1.3934800692919647,2,Verre
-0.34790933896275855,-1.3428438075029872,1,Plastique
-0.9261332986312321,0.708204949189642,1,Papier
1.7688462778660352,-0.5936112566317508,2,Verre
-0.9337461989282465,-1.274994517275454,1,Papier
-1.1384698552968686,-1.5958408232091355,0,Métal
-0.9083002672362167,-0.2902770440650495,1,Papier
-0.70571610192182,-1.6879489869864845,0,Métal
0.07632147490732236,1.2207477534534241,0,Métal
-0.9754231408245537,1.381175040678073,0,Métal
2.0618772116558537,0.370852543339363,2,Verre
-0.6558974297705499,1.678212644171795,1,Papier
-0.4903799585293275,-0.33224181245982254,1,Plastique
-0.609216682796993,-0.6654900129910539,0,Métal
0.552421394146576,-1.4973382356807032,1,Verre
-0.4259718144852034,1.6446676695070874,1,Papier
1.420936873135522,0.44164002093487653,2,Verre
2.6061673411979376,1.3042611806989453,2,Verre
-0.5902204699069805,0.6599252240835078,1,Plastique
-0.16486869234545762,0.2861967278086377,0,Métal
1.9918911710306393,0.37827508933215803,2,Verre
1.9623852457170576,-1.60596131284802,2,Verre
-0.8801971891831901,0.7029661043779425,1,Plastique
-0.6896357981866635,-1.2985855074778716,1,Plastique
-0.5964372241123914,0.6644829977010407,1,Plastique
-0.22588734119635476,0.2839595276530411,0,Métal
-0.408602256992902,-1.339036266334321,1,Plastique
-0.2658950144131855,1.62338124120878,1,Plastique
1.9898687109655309,0.37827742945088905,2,Verre
1.9466826675481546,-1.6093169731781596,2,Plastique
-0.8443622891298533,-1.6035500570543375,0,Métal
-0.9859258071794983,-1.2740411128879001,1,Plastique
-1.107862753489285,-0.6094327500156691,0,Métal
-0.5073998503447277,-0.3344160836841643,1,Plastique
-1.076935660651512,-1.2629509202252367,1,Papier
-0.8027929184208659,-0.29642171735222034,1,Papier
-0.9235480475932932,-1.2874143206860214,1,Plastique
-0.7450754886253405,-0.633868891285982,0,Métal
-1.043202357668781,-1.2670803857262245,1,Papier
-0.3153810559680169,0.6378504463972632,1,Plastique
1.6647584942842946,-1.570399174471992,2,Verre
-0.48217632898730234,-0.6828918923607746,0,Métal
-0.5306667287097865,-0.6862696924120323,0,Métal
-0.44592675040826857,0.3063580880791359,0,Métal
1.801829206663734,1.3934800692919647,2,Plastique
-0.9337737916472104,-0.28295956172166803,1,Papier
1.1699020704975878,0.4695523030507338,2,Verre
2.488638930951668,1.3182151166515659,2,Verre
1.7738626757115217,-0.5920879255019454,2,Verre
1.4165072044962812,-0.5531965898090021,2,Verre
1.338161101313397,0.45207715937041426,2,Verre
-0.44152113912458124,-1.3282764392511548,1,Plastique
1.8428264016285785,-1.5943445407134726,2,Verre
-0.6085579836198532,1.6606871345204046,1,Plastique
-0.6883587021483719,0.6797235059489408,1,Papier
-0.5073998503447277,-0.3344160836841643,1,Plastique
-0.6085579836198532,1.6606871345204046,1,Plastique
-0.8804638270825674,-0.30020586238148317,1,Plastique
-0.8998272402663612,-0.28590502874368773,1,Papier
2.778200328135683,-0.6983821435075748,2,Verre
-1.0392716035547906,-0.2729884157121565,1,Papier
0.9547798899079625,-1.4939069173578658,2,Verre
-0.5791041280904737,1.6664700087471267,1,Papier
-0.6818850656245297,0.684308599872473,1,Papier
-0.24978023234143445,0.26738672115526385,0,Métal
1.3770002339020782,1.439228624335225,2,Verre
1.5507528182516355,0.4232302741255396,2,Verre
-0.7161271865918365,-0.3207823645012253,1,Plastique
-0.7754370669899355,-1.3001742216685126,1,Plastique
-0.2658950144131855,1.62338124120878,1,Plastique
1.826712895309137,1.3905952886026018,2,Verre
-0.701307550984974,0.6870623571799734,1,Papier
-0.4933251764570099,-0.333637002894271,1,Plastique
-0.8658681788447449,0.7014931765847654,1,Papier
-0.3159751282503865,1.6282967702189908,1,Plastique
-0.32682045555469197,0.6401491105484365,1,Plastique
-0.6326325498597457,0.32995710789617694,0,Métal
-1.1384698552968686,-1.5958408232091355,0,Métal
-0.8955577987933987,-0.29097224730143845,1,Papier
-0.5722773309559969,-0.3252988515267985,1,Plastique
-0.7368642525756368,-0.30966123757918473,1,Plastique
1.1033627776012231,0.4735892594465423,2,Verre
-0.7027036009045038,-0.3057876947895126,1,Papier
-0.9614899924121717,-1.657340019882189,0,Métal
-0.6908449354296746,0.6782230209295512,1,Papier
0.4025872059107255,0.5622173135686739,1,Métal
1.2081601943919313,-1.4794675539055886,2,Verre
-0.6029553576392969,-1.6425690997274915,0,Métal
-0.522283346187278,0.33910273221258525,0,Métal
-0.8141982325884158,0.3775288680955864,0,Métal
-0.5378884425193817,0.6683149301993219,1,Papier
-0.05560415731325985,1.2468801544894885,0,Métal
-0.8031894269860695,1.3192385087418208,0,Métal
-0.43139868316682395,1.651476158313829,1,Papier
2.3363037890784155,-1.6507697350956283,2,Verre
-1.3149057794683459,0.7800874105526254,1,Plastique
-1.2582116448298073,-0.6499058005050623,0,Métal
2.173605059753751,1.3509929694415044,2,Verre
-0.3319342642455402,1.6358594633296895,1,Plastique
-0.8604554516028882,-1.2917518154892471,1,Plastique
-0.6342267160319892,1.6722837469522134,1,Papier
1.059835371358288,0.5162014854257295,2,Verre
-0.607697196255941,-1.3135287876170092,1,Plastique
-0.545529405493546,-0.33139479027317287,1,Plastique
-0.8201165309478446,-0.6749377736545884,0,Métal
-0.6949772023317115,-1.293350352807248,1,Papier
-0.6111038465450636,-1.3205276063038296,1,Plastique
1.1760192448788052,0.46863035750276194,2,Verre
-0.31711369381047116,-0.7340137418131141,0,Métal
-0.17245991369999825,1.2822726696787983,0,Métal
-0.2920804270952586,0.6396123721743143,1,Plastique
-0.4771057024062384,-0.3394211925159045,1,Plastique
-0.743009506750598,-0.6303159705653975,0,Métal
-0.48839432023875273,1.6457054756851173,1,Plastique
1.3268970557571251,0.4472313965106882,2,Plastique
0.25125322331753464,-0.4533433138682714,1,Verre
1.998277336146613,-1.6102105220812997,2,Verre
-0.6712016969263384,-1.6665888989662263,0,Métal
-0.8962203675931396,-0.28878705275143135,1,Papier
0.19736193280974926,-1.3371645252824624,2,Verre
1.8213425066903461,0.39498820741542606,2,Plastique
2.4990843149171913,1.3169802589847273,2,Verre
-0.6558974297705499,1.678212644171795,1,Papier
1.4165072044962812,-0.5531965898090021,2,Verre
1.2688644201949224,-0.5342261844340008,2,Verre
-0.10090077464623654,1.6050075179029244,1,Plastique
-0.44019398542641786,0.6583389630401963,1,Papier
-0.7583593898401534,-1.2899560985989769,1,Papier
-0.40920917157802084,1.63661970435863,1,Plastique
-0.7521278995202817,1.6806756196830837,1,Papier
-0.710319064410877,1.6796343801674072,1,Papier
-0.1189507740522851,1.6105851814924106,1,Plastique
0.39691115810185373,-0.3641801983329813,2,Verre
-0.6542576628625004,1.6729194244836265,1,Papier
-0.43582717583011044,0.6511248666717322,1,Plastique
-0.1544052802156436,1.6166738517048567,1,Plastique
2.039487680729956,1.368116238981542,2,Verre
-0.6457135039392177,-0.319233495784913,1,Plastique
1.7731850638437447,0.4066539186061513,2,Verre
0.0007383451702840382,0.2701021968854904,0,Métal
-0.3390903786120932,1.253658401415697,0,Métal
-0.44955236552836275,-0.345517921768304,1,Plastique
-0.8962203675931396,-0.28878705275143135,1,Papier
-0.08907304258487675,1.238792846773695,0,Métal
9.469652807081102,-0.8207034204285288,2,Verre
-0.6082104443545091,-0.31421946830402403,1,Papier
-0.6409968910564671,-0.32300759491243647,1,Plastique
-1.076935660651512,-1.2629509202252367,1,Papier
-0.4980510379707094,-0.3361242488333265,1,Plastique
-0.7442946000125042,-0.3073251209091048,1,Plastique
2.403964097061919,0.33176721109469365,2,Verre
2.464995408810037,0.32301104745129594,2,Verre
-0.2387401612475626,1.622526895076257,1,Plastique
-0.3533859980047752,-0.3492434302051677,1,Plastique
-0.7426166444342139,0.6900626558637402,1,Papier
-0.4568179945732701,0.6653416762988418,1,Papier
-0.20769650166378328,-1.3530171168061256,1,Métal
2.488638930951668,1.3182151166515659,2,Verre
0.9739415107945832,-0.4677788865763828,2,Verre
-0.6745879687167446,0.6835134527694191,1,Papier
1.3828106762141175,0.4427971508136932,2,Verre
-0.9929043261675916,-1.2684211465050297,1,Papier
-0.7972420531857902,1.6790973380135295,1,Plastique
-0.5832784014574314,1.6612067192651419,1,Plastique
-0.736024419423014,-0.3014595399499418,1,Papier
-0.8744940505457578,-1.2969609269961158,1,Plastique
-0.6803454821013522,0.6718663837445076,1,Plastique
1.8356559472894907,0.3938051353127041,2,Verre
1.9902261967645964,-0.6176086366359218,2,Verre
2.0545505357783527,-1.6148949566217219,2,Verre
0.30646326932184675,1.5266329735202817,1,Papier
-0.48217632898730234,-0.6828918923607746,0,Métal
-0.5010351429414015,-0.33143784520259123,1,Plastique
-0.9697081070060855,-0.612871761887525,0,Métal
-0.7825540279237578,-0.29730152029838286,1,Papier
1.8635783215820534,0.39989340672846985,2,Verre
1.5507528182516355,0.4232302741255396,2,Verre
2.176558451812814,-0.6334236455691544,2,Verre
-0.7778789225572764,-0.2978285929846807,1,Papier
-0.8892550462549462,-1.2860033558510509,1,Plastique
-0.43666390633588326,0.26244320978989855,0,Métal
1.7688462778660352,-0.5936112566317508,2,Verre
1.7907903389655908,-0.5963475945177907,2,Verre
-0.7972420531857902,1.6790973380135295,1,Plastique
2.488638930951668,1.3182151166515659,2,Verre
-0.5895242337955309,1.6672896689838546,1,Papier
1.967323848916529,-0.6183145166994869,2,Verre
-0.3412972296317907,-1.344797194765068,1,Plastique
-0.7123064351617717,1.6763697079118052,1,Papier
-0.6954711752498567,1.6720510737719592,1,Papier
-0.770269215946485,-0.3135566324303012,1,Plastique
-0.91129983154869,-0.6449250334378229,0,Métal
1.1671816619573536,-0.523518842635381,2,Verre
0.7669199047752203,0.08270421261153982,3,Verre
1.5432437787256605,-0.5635357803355695,2,Verre
-0.5766331989899952,-1.3174543498040714,1,Plastique
-0.7551394822191897,0.6900387858778407,1,Papier
-0.6076525822413896,-0.32315873588180133,1,Plastique
2.2191815445005734,1.344000237463394,2,Verre
-0.23480959173512975,0.25924881979372283,0,Métal
1.8428264016285785,-1.5943445407134726,2,Verre
-0.6830743652277149,1.6771529025349647,1,Papier
1.983303599460092,-0.6086104749453641,2,Verre
2.2583984930306347,0.34418864694444395,2,Verre
-0.8668269202938879,0.6984741678828381,1,Papier
3.1593232695156743,0.24955025389694274,2,Verre
-0.43139868316682395,1.651476158313829,1,Papier
2.274729612024223,-0.646777402663811,2,Verre
1.170292998927478,-0.5245959099221233,2,Verre
-0.9380689621039418,-1.6344479576647353,0,Métal
-1.0493436720378517,-0.6315553565336511,0,Métal
-0.41535755645816996,-0.7203156984787816,0,Métal
-0.48839432023875273,1.6457054756851173,1,Plastique
-0.7183757782758152,-0.635430529626668,0,Métal
1.2402619828756398,-1.5180340982605962,2,Verre
2.068814564439957,1.3631736706728483,2,Verre
1.829576436685831,-1.590007432376696,2,Verre
-0.7701255952448721,-0.3123228508570872,1,Plastique
1.8781069703158524,-0.6034467625517462,2,Verre
-0.2955583887471736,-0.6803758417062483,0,Métal
-0.3733943163274359,0.30706830622362546,0,Plastique
-0.2816632885224367,0.6304269921891021,1,Plastique
-0.8329686118904299,1.6906194561121815,1,Papier
-0.6822928695197747,-0.6572952356506343,0,Métal
-0.48173934764870907,0.6553030276577265,1,Plastique
1.8781069703158524,-0.6034467625517462,2,Verre
-1.2945760764138319,-1.2038141861518352,1,Papier
-0.9787670610393531,-0.2877323125341362,1,Plastique
-0.0577177355357302,-1.3855719517743401,1,Verre
1.5507528182516355,0.4232302741255396,2,Verre
1.1493981813404073,-0.5200360343928843,2,Verre
-0.7097036961173911,-0.31646045899800157,1,Plastique
-0.8293340951930894,-1.2832300743209115,1,Papier
-0.7394506545336532,0.6901890288925843,1,Papier
-0.9789241436265078,-1.280454885717953,1,Plastique
1.684556058685523,-0.5778828434023814,2,Verre
-0.7754229105233428,-0.3012692860942763,1,Papier
-0.9117784695406165,-0.6571637570883377,0,Métal
-0.751332236678703,0.6900377087435017,1,Papier
-0.5791041280904737,1.6664700087471267,1,Papier
0.7916233030580514,1.5299231614588449,2,Verre
-0.855863526026901,-0.2914125356722921,1,Papier
-0.7262296866953358,-0.6257897008093831,0,Métal
-0.369328802906285,0.6435985675215481,1,Plastique
-0.7091415088923221,-0.3036212885489602,1,Papier
1.8299174056747018,0.3995804661556013,2,Verre
-0.7700356642417989,1.3407014476135937,0,Métal
-0.2715390252782473,-0.675012796138656,0,Métal
-0.9950084561539059,-0.2787676825507772,1,Papier
-0.6183659278775254,1.671238446787781,1,Papier
-0.5902204699069805,0.6599252240835078,1,Plastique
1.9036224739689254,-1.6024411559641802,2,Verre
-0.34582288954954027,-0.7324263972684528,0,Métal
-0.8345958291784792,0.7009967300323241,1,Papier
-0.6076525822413896,-0.32315873588180133,1,Plastique
-0.4935772964578494,0.32089257730932874,0,Métal
